Timestamp,Mob_Type,X,Y
2026-01-11 17:59:41,Strong,10,3
2026-01-11 17:59:41,Strong,7,9
2026-01-11 17:59:41,Weak,9,7
2026-01-11 17:59:41,Weak,10,9
2026-01-11 17:59:41,Strong,1,1
2026-01-11 17:59:41,Weak,1,7
2026-01-11 17:59:41,Weak,3,6
2026-01-11 17:59:41,Weak,3,7
2026-01-11 17:59:41,Weak,3,3
2026-01-11 17:59:41,Strong,4,8
2026-01-11 17:59:41,Weak,6,1
2026-01-11 17:59:41,Weak,4,6
2026-01-11 17:59:41,Weak,6,9
2026-01-11 17:59:41,Weak,9,1
2026-01-11 17:59:41,Weak,9,6
2026-01-11 17:59:41,Strong,1,6
2026-01-11 17:59:41,Weak,0,9
2026-01-11 17:59:41,Strong,0,1
2026-01-11 17:59:41,Strong,4,9
2026-01-11 17:59:41,Strong,3,1
2026-01-11 17:59:41,Strong,4,1
2026-01-11 17:59:41,Weak,8,8
2026-01-11 17:59:41,Strong,7,1
2026-01-11 17:59:41,Strong,7,7
2026-01-11 17:59:41,Weak,6,10
2026-01-11 17:59:41,Strong,10,4
2026-01-11 17:59:41,Weak,7,2
2026-01-11 17:59:41,Strong,7,10
2026-01-11 17:59:41,Weak,10,6
2026-01-11 17:59:41,Strong,1,1
2026-01-11 17:59:41,Weak,1,8
2026-01-11 17:59:41,Strong,3,4
2026-01-11 17:59:41,Weak,3,5
2026-01-11 17:59:41,Strong,3,8
2026-01-11 17:59:41,Weak,3,9
2026-01-11 17:59:41,Weak,6,0
2026-01-11 17:59:41,Strong,4,4
2026-01-11 17:59:41,Strong,5,1
2026-01-11 17:59:41,Strong,6,1
2026-01-11 17:59:41,Weak,5,6
2026-01-11 17:59:41,Weak,8,7
2026-01-11 17:59:41,Weak,10,1
2026-01-11 17:59:41,Strong,9,9
2026-01-11 17:59:41,Strong,7,9
2026-01-11 17:59:41,Weak,10,8
2026-01-11 17:59:41,Weak,9,10
2026-01-11 17:59:41,Strong,1,5
2026-01-11 17:59:41,Strong,1,2
2026-01-11 17:59:41,Strong,0,0
2026-01-11 17:59:41,Weak,1,9
2026-01-11 17:59:41,Weak,4,8
2026-01-11 17:59:41,Weak,2,7
2026-01-11 17:59:41,Weak,3,2
2026-01-11 17:59:41,Strong,3,7
2026-01-11 17:59:41,Weak,2,9
2026-01-11 17:59:41,Strong,4,3
2026-01-11 17:59:41,Strong,3,9
2026-01-11 17:59:41,Strong,8,2
2026-01-11 17:59:41,Strong,4,7
2026-01-11 17:59:41,Weak,9,7
2026-01-11 17:59:41,Strong,6,7
2026-01-11 17:59:41,Strong,8,9
2026-01-11 17:59:41,Strong,10,3
2026-01-11 17:59:41,Weak,6,2
2026-01-11 17:59:41,Strong,7,8
2026-01-11 17:59:41,Weak,10,5
2026-01-11 17:59:41,Weak,9,8
2026-01-11 17:59:41,Weak,9,9
2026-01-11 17:59:41,Strong,0,5
2026-01-11 17:59:41,Strong,1,1
2026-01-11 17:59:41,Strong,0,1
2026-01-11 17:59:41,Weak,1,8
2026-01-11 17:59:41,Strong,3,3
2026-01-11 17:59:41,Weak,3,4
2026-01-11 17:59:41,Strong,3,6
2026-01-11 17:59:41,Weak,2,8
2026-01-11 17:59:41,Weak,5,0
2026-01-11 17:59:41,Strong,2,9
2026-01-11 17:59:41,Strong,2,1
2026-01-11 17:59:41,Strong,9,2
2026-01-11 17:59:41,Weak,5,7
2026-01-11 17:59:41,Strong,4,6
2026-01-11 17:59:41,Weak,9,6
2026-01-11 17:59:41,Strong,7,7
2026-01-11 17:59:41,Weak,10,0
2026-01-11 17:59:41,Strong,8,10
2026-01-11 17:59:41,Strong,9,3
2026-01-11 17:59:41,Strong,8,8
2026-01-11 17:59:41,Weak,10,4
2026-01-11 17:59:41,Weak,8,9
2026-01-11 17:59:51,Strong,1,0
2026-01-11 17:59:51,Strong,2,4
2026-01-11 17:59:51,Weak,1,7
2026-01-11 17:59:51,Weak,4,4
2026-01-11 17:59:51,Weak,3,1
2026-01-11 17:59:51,Weak,6,0
2026-01-11 17:59:51,Strong,1,9
2026-01-11 17:59:51,Strong,8,2
2026-01-11 17:59:51,Weak,6,7
2026-01-11 17:59:51,Strong,4,5
2026-01-11 17:59:51,Weak,10,6
2026-01-11 17:59:51,Strong,8,7
2026-01-11 17:59:51,Weak,8,1
2026-01-11 17:59:51,Strong,7,10
2026-01-11 17:59:51,Strong,9,4
2026-01-11 17:59:51,Strong,2,5
2026-01-11 17:59:51,Strong,0,0
2026-01-11 17:59:51,Strong,3,4
2026-01-11 17:59:51,Weak,1,8
2026-01-11 17:59:52,Strong,3,2
2026-01-11 17:59:52,Weak,4,7
2026-01-11 17:59:52,Weak,2,6
2026-01-11 17:59:52,Weak,2,7
2026-01-11 17:59:52,Strong,4,2
2026-01-11 17:59:52,Strong,1,10
2026-01-11 17:59:52,Strong,1,1
2026-01-11 17:59:52,Strong,4,1
2026-01-11 17:59:52,Strong,7,2
2026-01-11 17:59:52,Weak,5,7
2026-01-11 17:59:52,Weak,10,5
2026-01-11 17:59:52,Strong,7,7
2026-01-11 17:59:52,Weak,6,9
2026-01-11 17:59:52,Weak,8,0
2026-01-11 17:59:52,Weak,10,1
2026-01-11 17:59:52,Strong,8,10
2026-01-11 17:59:52,Strong,9,3
2026-01-11 17:59:52,Strong,8,7
2026-01-11 17:59:52,Weak,10,8
2026-01-11 17:59:52,Weak,8,8
2026-01-11 17:59:52,Strong,2,4
2026-01-11 17:59:52,Weak,2,8
2026-01-11 17:59:52,Weak,5,4
2026-01-11 17:59:52,Weak,1,6
2026-01-11 17:59:52,Strong,3,5
2026-01-11 17:59:52,Weak,2,6
2026-01-11 17:59:52,Strong,1,0
2026-01-11 17:59:52,Strong,5,1
2026-01-11 17:59:52,Weak,5,6
2026-01-11 17:59:52,Strong,4,4
2026-01-11 17:59:52,Strong,6,7
2026-01-11 17:59:52,Weak,8,1
2026-01-11 17:59:52,Weak,9,1
2026-01-11 17:59:52,Strong,8,9
2026-01-11 17:59:52,Strong,9,2
2026-01-11 17:59:52,Weak,6,1
2026-01-11 17:59:52,Weak,10,3
2026-01-11 17:59:52,Weak,9,8
2026-01-11 17:59:52,Strong,1,5
2026-01-11 17:59:52,Weak,2,9
2026-01-11 17:59:52,Weak,6,4
2026-01-11 17:59:52,Weak,5,7
2026-01-11 17:59:52,Weak,3,0
2026-01-11 17:59:52,Strong,3,4
2026-01-11 17:59:52,Weak,2,7
2026-01-11 17:59:52,Weak,5,0
2026-01-11 17:59:52,Strong,0,10
2026-01-11 17:59:52,Strong,4,5
2026-01-11 17:59:52,Weak,8,2
2026-01-11 17:59:52,Strong,8,10
2026-01-11 17:59:52,Strong,9,3
2026-01-11 17:59:52,Weak,6,0
2026-01-11 17:59:52,Strong,9,7
2026-01-11 17:59:52,Weak,10,7
2026-01-11 17:59:52,Weak,7,4
2026-01-11 17:59:52,Weak,2,6
2026-01-11 17:59:52,Weak,3,1
2026-01-11 17:59:52,Weak,3,7
2026-01-11 17:59:52,Strong,4,3
2026-01-11 17:59:52,Strong,1,1
2026-01-11 17:59:52,Strong,6,1
2026-01-11 17:59:52,Weak,10,4
2026-01-11 17:59:52,Weak,7,9
2026-01-11 17:59:52,Weak,8,3
2026-01-11 17:59:52,Weak,10,1
2026-01-11 17:59:52,Strong,9,10
2026-01-11 17:59:52,Strong,9,4
2026-01-11 17:59:52,Weak,9,3
2026-01-11 17:59:52,Weak,9,9
2026-01-11 17:59:52,Strong,2,5
2026-01-11 17:59:52,Strong,1,0
2026-01-11 17:59:52,Weak,2,8
2026-01-11 17:59:52,Strong,4,2
2026-01-11 17:59:52,Weak,6,4
2026-01-11 17:59:52,Weak,4,7
2026-01-11 17:59:52,Weak,3,0
2026-01-11 17:59:52,Weak,3,6
2026-01-11 17:59:52,Strong,1,2
2026-01-11 17:59:52,Strong,3,1
2026-01-11 17:59:52,Strong,3,5
2026-01-11 17:59:52,Weak,10,5
2026-01-11 17:59:52,Strong,5,7
2026-01-11 17:59:52,Weak,8,9
2026-01-11 17:59:52,Weak,10,0
2026-01-11 17:59:52,Strong,8,4
2026-01-11 17:59:52,Strong,8,7
2026-01-11 17:59:52,Weak,9,4
2026-01-11 17:59:52,Weak,10,8
2026-01-11 17:59:52,Weak,10,9
2026-01-11 17:59:57,Strong,1,5
2026-01-11 17:59:57,Weak,3,8
2026-01-11 17:59:57,Strong,4,1
2026-01-11 17:59:57,Weak,3,7
2026-01-11 17:59:57,Weak,1,6
2026-01-11 17:59:57,Strong,4,4
2026-01-11 17:59:57,Strong,3,3
2026-01-11 17:59:57,Strong,1,10
2026-01-11 17:59:57,Strong,4,5
2026-01-11 17:59:57,Weak,10,4
2026-01-11 17:59:57,Weak,7,9
2026-01-11 17:59:57,Weak,8,2
2026-01-11 17:59:57,Strong,10,10
2026-01-11 17:59:57,Strong,8,3
2026-01-11 17:59:57,Strong,8,8
2026-01-11 17:59:57,Weak,10,7
2026-01-11 17:59:57,Strong,2,5
2026-01-11 17:59:57,Strong,1,1
2026-01-11 17:59:57,Strong,3,4
2026-01-11 17:59:57,Weak,4,8
2026-01-11 17:59:57,Strong,4,2
2026-01-11 17:59:57,Weak,5,4
2026-01-11 17:59:57,Weak,2,7
2026-01-11 17:59:57,Weak,1,7
2026-01-11 17:59:57,Weak,3,5
2026-01-11 17:59:57,Strong,6,2
2026-01-11 17:59:57,Strong,4,6
2026-01-11 17:59:57,Weak,10,5
2026-01-11 17:59:57,Weak,8,9
2026-01-11 17:59:57,Weak,7,2
2026-01-11 17:59:57,Strong,9,10
2026-01-11 17:59:57,Strong,8,2
2026-01-11 17:59:57,Weak,10,10
2026-01-11 17:59:57,Strong,2,4
2026-01-11 17:59:57,Strong,1,0
2026-01-11 17:59:57,Strong,0,0
2026-01-11 17:59:57,Weak,3,8
2026-01-11 17:59:57,Strong,3,2
2026-01-11 17:59:57,Weak,3,7
2026-01-11 17:59:57,Weak,1,8
2026-01-11 17:59:57,Strong,4,5
2026-01-11 17:59:57,Weak,2,5
2026-01-11 17:59:57,Weak,10,4
2026-01-11 17:59:57,Strong,6,7
2026-01-11 17:59:57,Strong,8,10
2026-01-11 17:59:57,Weak,9,7
2026-01-11 17:59:57,Strong,1,5
2026-01-11 17:59:57,Weak,3,6
2026-01-11 17:59:57,Weak,1,9
2026-01-11 17:59:57,Strong,4,4
2026-01-11 17:59:57,Weak,3,5
2026-01-11 17:59:57,Strong,4,3
2026-01-11 17:59:57,Strong,0,10
2026-01-11 17:59:57,Strong,1,1
2026-01-11 17:59:57,Strong,4,1
2026-01-11 17:59:57,Weak,5,7
2026-01-11 17:59:57,Strong,6,6
2026-01-11 17:59:57,Strong,7,8
2026-01-11 17:59:57,Weak,10,7
2026-01-11 17:59:57,Strong,1,6
2026-01-11 17:59:57,Strong,2,5
2026-01-11 17:59:57,Strong,0,1
2026-01-11 17:59:57,Strong,2,4
2026-01-11 17:59:57,Weak,3,7
2026-01-11 17:59:57,Strong,3,1
2026-01-11 17:59:57,Weak,1,10
2026-01-11 17:59:57,Weak,4,5
2026-01-11 17:59:57,Strong,2,1
2026-01-11 17:59:57,Strong,6,7
2026-01-11 17:59:57,Weak,9,9
2026-01-11 17:59:57,Strong,9,10
2026-01-11 17:59:57,Strong,8,1
2026-01-11 17:59:57,Strong,7,7
2026-01-11 17:59:57,Weak,10,8
2026-01-11 17:59:57,Strong,2,6
2026-01-11 17:59:57,Strong,1,5
2026-01-11 17:59:57,Strong,1,1
2026-01-11 17:59:57,Strong,3,2
2026-01-11 17:59:57,Weak,3,5
2026-01-11 17:59:57,Weak,1,9
2026-01-11 17:59:57,Strong,4,2
2026-01-11 17:59:57,Strong,3,1
2026-01-11 17:59:57,Weak,5,8
2026-01-11 17:59:57,Weak,5,7
2026-01-11 17:59:57,Strong,3,6
2026-01-11 17:59:57,Weak,10,9
2026-01-11 17:59:57,Strong,8,10
2026-01-11 17:59:57,Strong,8,2
2026-01-11 17:59:57,Weak,10,7
2026-01-11 18:00:02,Strong,1,6
2026-01-11 18:00:02,Strong,2,5
2026-01-11 18:00:02,Strong,0,0
2026-01-11 18:00:02,Weak,2,7
2026-01-11 18:00:02,Weak,6,4
2026-01-11 18:00:02,Weak,3,4
2026-01-11 18:00:02,Weak,2,9
2026-01-11 18:00:02,Strong,4,3
2026-01-11 18:00:02,Strong,1,10
2026-01-11 18:00:02,Weak,5,6
2026-01-11 18:00:02,Strong,3,7
2026-01-11 18:00:02,Weak,9,9
2026-01-11 18:00:02,Strong,8,3
2026-01-11 18:00:02,Weak,8,4
2026-01-11 18:00:02,Weak,9,7
2026-01-11 18:00:02,Weak,9,10
2026-01-11 18:00:02,Strong,2,6
2026-01-11 18:00:02,Strong,3,5
2026-01-11 18:00:02,Weak,1,9
2026-01-11 18:00:02,Strong,0,1
2026-01-11 18:00:02,Strong,4,2
2026-01-11 18:00:02,Weak,3,9
2026-01-11 18:00:02,Weak,5,1
2026-01-11 18:00:02,Strong,3,2
2026-01-11 18:00:02,Strong,4,7
2026-01-11 18:00:02,Weak,10,3
2026-01-11 18:00:02,Strong,5,7
2026-01-11 18:00:02,Weak,8,2
2026-01-11 18:00:02,Strong,9,3
2026-01-11 18:00:02,Strong,8,7
2026-01-11 18:00:02,Weak,8,5
2026-01-11 18:00:02,Weak,9,6
2026-01-11 18:00:02,Weak,10,10
2026-01-11 18:00:02,Strong,2,5
2026-01-11 18:00:02,Weak,2,9
2026-01-11 18:00:02,Weak,3,7
2026-01-11 18:00:02,Strong,4,1
2026-01-11 18:00:02,Weak,5,4
2026-01-11 18:00:02,Weak,4,9
2026-01-11 18:00:02,Weak,3,1
2026-01-11 18:00:02,Strong,0,10
2026-01-11 18:00:02,Strong,4,2
2026-01-11 18:00:02,Weak,4,8
2026-01-11 18:00:02,Weak,6,6
2026-01-11 18:00:02,Weak,10,2
2026-01-11 18:00:02,Strong,8,1
2026-01-11 18:00:02,Weak,10,9
2026-01-11 18:00:02,Weak,7,2
2026-01-11 18:00:02,Strong,7,10
2026-01-11 18:00:02,Strong,9,4
2026-01-11 18:00:02,Strong,8,8
2026-01-11 18:00:02,Weak,9,7
2026-01-11 18:00:02,Strong,1,5
2026-01-11 18:00:02,Strong,1,2
2026-01-11 18:00:02,Weak,6,4
2026-01-11 18:00:02,Strong,1,1
2026-01-11 18:00:02,Weak,5,8
2026-01-11 18:00:02,Weak,5,6
2026-01-11 18:00:02,Weak,10,1
2026-01-11 18:00:02,Strong,7,1
2026-01-11 18:00:02,Strong,6,7
2026-01-11 18:00:02,Weak,8,2
2026-01-11 18:00:02,Strong,10,4
2026-01-11 18:00:02,Strong,9,8
2026-01-11 18:00:02,Weak,10,7
2026-01-11 18:00:02,Strong,2,5
2026-01-11 18:00:02,Weak,1,9
2026-01-11 18:00:02,Strong,0,0
2026-01-11 18:00:02,Weak,5,4
2026-01-11 18:00:02,Weak,4,8
2026-01-11 18:00:02,Weak,5,0
2026-01-11 18:00:02,Strong,1,0
2026-01-11 18:00:02,Strong,5,1
2026-01-11 18:00:02,Strong,5,7
2026-01-11 18:00:02,Weak,9,1
2026-01-11 18:00:02,Strong,6,6
2026-01-11 18:00:02,Weak,7,2
2026-01-11 18:00:02,Strong,8,10
2026-01-11 18:00:02,Strong,10,5
2026-01-11 18:00:02,Strong,10,8
2026-01-11 18:00:02,Weak,8,6
2026-01-11 18:00:02,Weak,9,7
2026-01-11 18:00:02,Weak,9,10
2026-01-11 18:00:02,Weak,2,9
2026-01-11 18:00:02,Weak,3,8
2026-01-11 18:00:02,Weak,3,2
2026-01-11 18:00:02,Strong,0,9
2026-01-11 18:00:02,Weak,4,6
2026-01-11 18:00:02,Strong,7,6
2026-01-11 18:00:02,Weak,9,9
2026-01-11 18:00:02,Weak,10,1
2026-01-11 18:00:02,Strong,10,4
2026-01-11 18:00:02,Strong,9,8
2026-01-11 18:00:02,Weak,9,6
2026-01-11 18:00:02,Weak,10,7
2026-01-11 18:00:06,Weak,3,9
2026-01-11 18:00:06,Weak,3,6
2026-01-11 18:00:06,Strong,5,6
2026-01-11 18:00:06,Strong,7,7
2026-01-11 18:00:06,Weak,8,9
2026-01-11 18:00:06,Weak,10,2
2026-01-11 18:00:06,Strong,10,3
2026-01-11 18:00:06,Strong,10,8
2026-01-11 18:00:06,Weak,8,6
2026-01-11 18:00:06,Strong,1,5
2026-01-11 18:00:06,Strong,2,5
2026-01-11 18:00:06,Strong,0,1
2026-01-11 18:00:06,Strong,1,1
2026-01-11 18:00:06,Strong,3,1
2026-01-11 18:00:06,Weak,6,4
2026-01-11 18:00:06,Weak,3,3
2026-01-11 18:00:06,Strong,5,4
2026-01-11 18:00:06,Weak,4,6
2026-01-11 18:00:06,Weak,2,6
2026-01-11 18:00:06,Strong,8,1
2026-01-11 18:00:06,Strong,7,6
2026-01-11 18:00:06,Weak,7,9
2026-01-11 18:00:06,Weak,7,1
2026-01-11 18:00:06,Strong,10,4
2026-01-11 18:00:06,Weak,6,1
2026-01-11 18:00:06,Strong,9,8
2026-01-11 18:00:06,Weak,9,7
2026-01-11 18:00:06,Strong,2,1
2026-01-11 18:00:06,Weak,6,5
2026-01-11 18:00:06,Weak,3,5
2026-01-11 18:00:06,Weak,4,5
2026-01-11 18:00:06,Weak,2,7
2026-01-11 18:00:06,Strong,5,7
2026-01-11 18:00:06,Weak,7,8
2026-01-11 18:00:06,Weak,10,3
2026-01-11 18:00:06,Strong,10,5
2026-01-11 18:00:06,Strong,10,8
2026-01-11 18:00:06,Weak,8,5
2026-01-11 18:00:06,Weak,9,8
2026-01-11 18:00:06,Strong,2,6
2026-01-11 18:00:06,Strong,0,0
2026-01-11 18:00:06,Strong,3,4
2026-01-11 18:00:06,Weak,3,7
2026-01-11 18:00:06,Weak,6,6
2026-01-11 18:00:06,Weak,4,7
2026-01-11 18:00:06,Weak,3,2
2026-01-11 18:00:06,Strong,4,4
2026-01-11 18:00:06,Strong,1,9
2026-01-11 18:00:06,Strong,7,2
2026-01-11 18:00:06,Weak,1,7
2026-01-11 18:00:06,Strong,6,7
2026-01-11 18:00:06,Weak,9,2
2026-01-11 18:00:06,Strong,8,2
2026-01-11 18:00:06,Strong,7,7
2026-01-11 18:00:06,Weak,7,9
2026-01-11 18:00:06,Weak,6,2
2026-01-11 18:00:06,Strong,10,9
2026-01-11 18:00:06,Weak,8,4
2026-01-11 18:00:06,Weak,9,7
2026-01-11 18:00:06,Strong,2,5
2026-01-11 18:00:06,Strong,3,6
2026-01-11 18:00:06,Strong,0,1
2026-01-11 18:00:06,Weak,2,7
2026-01-11 18:00:06,Strong,4,1
2026-01-11 18:00:06,Weak,7,6
2026-01-11 18:00:06,Weak,4,6
2026-01-11 18:00:06,Weak,3,3
2026-01-11 18:00:06,Strong,1,8
2026-01-11 18:00:06,Strong,0,0
2026-01-11 18:00:06,Strong,3,2
2026-01-11 18:00:06,Strong,6,6
2026-01-11 18:00:06,Strong,8,7
2026-01-11 18:00:06,Weak,7,10
2026-01-11 18:00:06,Weak,6,1
2026-01-11 18:00:06,Weak,10,4
2026-01-11 18:00:06,Strong,9,9
2026-01-11 18:00:06,Weak,7,4
2026-01-11 18:00:06,Weak,10,7
2026-01-11 18:00:06,Strong,1,5
2026-01-11 18:00:06,Strong,3,7
2026-01-11 18:00:06,Weak,4,9
2026-01-11 18:00:06,Strong,3,1
2026-01-11 18:00:06,Weak,8,6
2026-01-11 18:00:06,Weak,3,6
2026-01-11 18:00:06,Weak,4,7
2026-01-11 18:00:06,Strong,1,9
2026-01-11 18:00:06,Strong,4,2
2026-01-11 18:00:06,Strong,7,1
2026-01-11 18:00:06,Strong,6,5
2026-01-11 18:00:06,Weak,9,3
2026-01-11 18:00:06,Strong,8,1
2026-01-11 18:00:06,Strong,7,7
2026-01-11 18:00:06,Strong,8,9
2026-01-11 18:00:06,Weak,7,2
2026-01-11 18:00:06,Weak,10,6
2026-01-11 18:00:27,Weak,3,6
2026-01-11 18:00:27,Weak,3,4
2026-01-11 18:00:27,Weak,3,9
2026-01-11 18:00:27,Strong,3,2
2026-01-11 18:00:27,Strong,5,0
2026-01-11 18:00:27,Strong,6,1
2026-01-11 18:00:27,Weak,5,6
2026-01-11 18:00:27,Strong,5,7
2026-01-11 18:00:27,Strong,8,2
2026-01-11 18:00:27,Strong,7,6
2026-01-11 18:00:27,Weak,8,10
2026-01-11 18:00:27,Strong,8,7
2026-01-11 18:00:27,Weak,9,2
2026-01-11 18:00:27,Weak,0,9
2026-01-11 18:00:27,Strong,1,1
2026-01-11 18:00:27,Strong,1,5
2026-01-11 18:00:27,Weak,3,5
2026-01-11 18:00:27,Strong,4,7
2026-01-11 18:00:27,Weak,4,2
2026-01-11 18:00:27,Strong,3,3
2026-01-11 18:00:27,Strong,5,1
2026-01-11 18:00:27,Strong,4,4
2026-01-11 18:00:27,Strong,7,1
2026-01-11 18:00:27,Strong,6,7
2026-01-11 18:00:27,Weak,6,10
2026-01-11 18:00:27,Strong,6,6
2026-01-11 18:00:27,Strong,8,8
2026-01-11 18:00:27,Strong,9,7
2026-01-11 18:00:27,Weak,0,10
2026-01-11 18:00:27,Strong,0,1
2026-01-11 18:00:27,Strong,1,1
2026-01-11 18:00:27,Strong,2,5
2026-01-11 18:00:27,Weak,1,7
2026-01-11 18:00:27,Weak,4,5
2026-01-11 18:00:27,Weak,4,6
2026-01-11 18:00:27,Weak,3,8
2026-01-11 18:00:27,Strong,4,8
2026-01-11 18:00:27,Weak,3,2
2026-01-11 18:00:27,Strong,4,1
2026-01-11 18:00:27,Strong,5,7
2026-01-11 18:00:27,Weak,7,10
2026-01-11 18:00:27,Strong,6,7
2026-01-11 18:00:27,Strong,7,8
2026-01-11 18:00:27,Weak,9,3
2026-01-11 18:00:27,Strong,9,8
2026-01-11 18:00:27,Weak,10,7
2026-01-11 18:00:27,Strong,0,0
2026-01-11 18:00:27,Strong,2,1
2026-01-11 18:00:27,Weak,4,7
2026-01-11 18:00:27,Weak,3,7
2026-01-11 18:00:27,Strong,4,9
2026-01-11 18:00:27,Weak,2,9
2026-01-11 18:00:27,Weak,4,2
2026-01-11 18:00:27,Strong,4,3
2026-01-11 18:00:27,Weak,7,9
2026-01-11 18:00:27,Strong,7,2
2026-01-11 18:00:27,Weak,7,10
2026-01-11 18:00:27,Strong,8,8
2026-01-11 18:00:27,Weak,8,3
2026-01-11 18:00:27,Weak,10,8
2026-01-11 18:00:27,Strong,1,6
2026-01-11 18:00:27,Weak,1,10
2026-01-11 18:00:27,Strong,1,1
2026-01-11 18:00:27,Strong,3,5
2026-01-11 18:00:27,Weak,1,8
2026-01-11 18:00:27,Weak,3,8
2026-01-11 18:00:27,Weak,1,9
2026-01-11 18:00:27,Strong,3,3
2026-01-11 18:00:27,Strong,3,1
2026-01-11 18:00:27,Strong,4,3
2026-01-11 18:00:27,Weak,7,8
2026-01-11 18:00:27,Strong,7,7
2026-01-11 18:00:27,Weak,7,9
2026-01-11 18:00:27,Strong,8,9
2026-01-11 18:00:27,Strong,9,2
2026-01-11 18:00:27,Strong,8,8
2026-01-11 18:00:28,Strong,1,5
2026-01-11 18:00:28,Weak,0,10
2026-01-11 18:00:28,Strong,2,1
2026-01-11 18:00:28,Strong,2,5
2026-01-11 18:00:28,Weak,1,7
